n_ActionID,c_Competition,n_MatchID,c_HomeTeam,c_AwayTeam,n_HomeGoals,n_AwayGoals,d_Date,c_Action,c_Period,n_StartTime,n_Endtime,n_HomeOrAway,n_TeamID,c_Team,n_personid,c_person,c_Function,n_ShirtNr,c_ActionReason,c_actionInfo,n_Subpersonid,c_Subperson
27729397,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Free kick,Second half,4314000,4314000,1,4034,Chelsea,1040979,Kepa Arrizabalaga,NULL,NULL,NULL,Right foot,0,NULL
27729394,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Foul committed,Second half,4308000,4308000,-1,4075,Liverpool,450636,James Milner,NULL,NULL,Rough play,NULL,659005,César Azpilicueta
27689123,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Line-up,Start,NULL,NULL,-1,4075,Liverpool,664067,Georginio Wijnaldum,Midfielder,5,NULL,NULL,0,NULL
27729392,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Corner,Second half,4243000,4243000,1,4007,Arsenal,1332842,Nicolas Pépé,NULL,NULL,NULL,Left foot,0,NULL
27729379,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Kick-off,Second half,4272000,4272000,-1,4075,Liverpool,912989,Roberto Firmino,NULL,NULL,NULL,NULL,0,NULL
27729356,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Corner,Second half,4147000,4147000,1,4007,Arsenal,1253252,Dani Ceballos,NULL,NULL,NULL,Right foot,0,NULL
27729350,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Hit post,Second half,4128000,4128000,1,4007,Arsenal,1545963,Mattéo Guendouzi,NULL,NULL,NULL,NULL,0,NULL
27729348,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Shot wide,Second half,4128000,4128000,1,4007,Arsenal,1545963,Mattéo Guendouzi,NULL,NULL,Hit post,Right foot,0,NULL
27729346,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Foul committed,Second half,3895000,3895000,-1,4010,Aston Villa,1352969,Frederic Guilbert,NULL,NULL,Rough play,NULL,857216,Granit Xhaka
27723964,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Substitution,Second half,4085000,NULL,-1,4010,Aston Villa,694819,Ahmed Al-Muhamadi,Defender,27,NULL,NULL,1121469,Trezeguet
27689400,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Line-up,Start,NULL,4085000,-1,4010,Aston Villa,1121469,Trezeguet,Forward,17,NULL,NULL,0,NULL
27729323,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Free kick,Second half,4111000,4111000,1,4034,Chelsea,1498040,Fikayo Tomori,NULL,NULL,NULL,Right foot,0,NULL
27729321,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Foul committed,Second half,4103000,4103000,-1,4075,Liverpool,749311,Jordan Henderson,NULL,NULL,Rough play,NULL,1498040,Fikayo Tomori
27729304,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Corner,Second half,3987000,3987000,1,4007,Arsenal,1253252,Dani Ceballos,NULL,NULL,NULL,Right foot,0,NULL
27729288,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Blocked shot,Second half,4017000,4017000,1,4034,Chelsea,1496606,Mason Mount,NULL,NULL,NULL,Header,0,NULL
27729287,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Shot blocked by,Second half,4017000,4017000,-1,4075,Liverpool,1385429,Trent Alexander-Arnold,NULL,NULL,NULL,NULL,0,NULL
27729289,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Corner,Second half,3970000,3970000,1,4007,Arsenal,1253252,Dani Ceballos,NULL,NULL,NULL,Right foot,0,NULL
27729286,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Shot wide,Second half,3948000,3948000,1,4007,Arsenal,656693,David Luiz,NULL,NULL,NULL,Right foot,0,NULL
27729284,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Free kick,Second half,3948000,3948000,1,4007,Arsenal,656693,David Luiz,NULL,NULL,NULL,Right foot,0,NULL
27729259,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Goal kick,Second half,3838000,3838000,-1,4010,Aston Villa,633151,Tom Heaton,NULL,NULL,NULL,NULL,0,NULL
27729255,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Goal kick,Second half,3872000,3872000,1,4034,Chelsea,1040979,Kepa Arrizabalaga,NULL,NULL,NULL,NULL,0,NULL
27729249,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Shot wide,Second half,3844000,3844000,-1,4075,Liverpool,664067,Georginio Wijnaldum,NULL,NULL,NULL,Left foot,0,NULL
27729251,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Save by goalkeeper,Second half,3786000,3786000,1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,Standing/Caught,NULL,0,NULL
27729250,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Shot on goal,Second half,3786000,3786000,-1,4010,Aston Villa,1121469,Trezeguet,NULL,NULL,NULL,Right foot,0,NULL
27729213,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Kick-off,Second half,3676000,3676000,1,4007,Arsenal,749983,Pierre-Emerick Aubameyang,NULL,NULL,NULL,NULL,0,NULL
27729188,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Goal kick,Second half,3675000,3675000,-1,4075,Liverpool,774899,Adrián,NULL,NULL,NULL,NULL,0,NULL
27729170,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Goal kick,Second half,3600000,3600000,1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,NULL,NULL,0,NULL
27729159,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Shot wide,Second half,3571000,3571000,-1,4010,Aston Villa,1080366,John McGinn,NULL,NULL,NULL,Left foot,0,NULL
27729144,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Kick-off,Second half,3546000,3546000,-1,4010,Aston Villa,1405966,Wesley Moraes,NULL,NULL,NULL,NULL,0,NULL
27729120,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Goal kick,Second half,3569000,3569000,-1,4075,Liverpool,774899,Adrián,NULL,NULL,NULL,NULL,0,NULL
27729108,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Blocked shot,Second half,3528000,3528000,1,4034,Chelsea,1498040,Fikayo Tomori,NULL,NULL,NULL,Header,0,NULL
27729107,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Shot blocked by,Second half,3528000,3528000,-1,4075,Liverpool,912989,Roberto Firmino,NULL,NULL,NULL,NULL,0,NULL
27729103,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Shot wide,Second half,3532000,3532000,1,4034,Chelsea,1050893,N'Golo Kanté,NULL,NULL,NULL,Left foot,0,NULL
27729101,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Foul committed,Second half,3459000,3459000,-1,4010,Aston Villa,981069,Björn Engels,NULL,NULL,NULL,NULL,1545963,Mattéo Guendouzi
27729102,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Corner,Second half,3525000,3525000,1,4034,Chelsea,1496606,Mason Mount,NULL,NULL,NULL,Right foot,0,NULL
27729096,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Blocked shot,Second half,3511000,3511000,1,4034,Chelsea,1498041,Tammy Abraham,NULL,NULL,NULL,Right foot,0,NULL
27729095,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Shot blocked by,Second half,3511000,3511000,-1,4075,Liverpool,778343,Joel Matip,NULL,NULL,NULL,NULL,0,NULL
27729050,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Goal kick,Second half,3397000,3397000,1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,NULL,NULL,0,NULL
27729013,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Yellow,Second half,3388000,3388000,-1,4075,Liverpool,1385429,Trent Alexander-Arnold,NULL,NULL,Delay of game,NULL,0,NULL
27728995,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Free kick,Second half,3303000,3303000,1,4007,Arsenal,627971,Sokratis Papastathopoulos,NULL,NULL,NULL,Right foot,0,NULL
27728994,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Free kick,Second half,3355000,3355000,-1,4075,Liverpool,1179328,Andrew Robertson,NULL,NULL,NULL,Left foot,0,NULL
27728993,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Foul committed,Second half,3294000,3294000,-1,4010,Aston Villa,1405966,Wesley Moraes,NULL,NULL,Rough play,NULL,627971,Sokratis Papastathopoulos
27728986,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Foul committed,Second half,3344000,3344000,1,4034,Chelsea,1050893,N'Golo Kanté,NULL,NULL,Handball,NULL,0,NULL
27728980,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Goal kick,Second half,3268000,3268000,-1,4010,Aston Villa,633151,Tom Heaton,NULL,NULL,NULL,NULL,0,NULL
27728974,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Goal kick,Second half,3314000,3314000,-1,4075,Liverpool,774899,Adrián,NULL,NULL,NULL,NULL,0,NULL
27728964,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Corner,Second half,3234000,3234000,1,4007,Arsenal,1332842,Nicolas Pépé,NULL,NULL,NULL,Left foot,0,NULL
27728881,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Save by goalkeeper,Second half,3159000,3159000,1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,Diving/Caught,NULL,0,NULL
27728878,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Shot on goal,Second half,3159000,3159000,-1,4010,Aston Villa,1080366,John McGinn,NULL,NULL,NULL,Left foot,0,NULL
27728865,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Free kick,Second half,3198000,3198000,-1,4075,Liverpool,774899,Adrián,NULL,NULL,NULL,Right foot,0,NULL
27728854,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Offside,Second half,3168000,3168000,1,4034,Chelsea,681805,Willian,NULL,NULL,NULL,NULL,0,NULL
27728852,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Corner,Second half,3109000,3109000,-1,4010,Aston Villa,1028610,Jack Grealish,NULL,NULL,NULL,Right foot,0,NULL
27728829,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Corner,Second half,3129000,3129000,1,4034,Chelsea,1496606,Mason Mount,NULL,NULL,NULL,Right foot,0,NULL
27728811,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Free kick,Second half,3029000,3029000,1,4007,Arsenal,1253252,Dani Ceballos,NULL,NULL,NULL,Right foot,0,NULL
27728806,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Foul committed,Second half,3020000,3020000,-1,4010,Aston Villa,1028610,Jack Grealish,NULL,NULL,Rough play,NULL,1253252,Dani Ceballos
27728779,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Free kick,Second half,2980000,2980000,1,4007,Arsenal,1011486,Sead Kola?inac,NULL,NULL,NULL,Right foot,0,NULL
27728775,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Free kick,Second half,3031000,3031000,1,4034,Chelsea,838446,Marcos Alonso,NULL,NULL,NULL,Left foot,0,NULL
27728774,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Offside,Second half,3027000,3027000,-1,4075,Liverpool,1385429,Trent Alexander-Arnold,NULL,NULL,NULL,NULL,0,NULL
27728691,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Shot wide,Second half,2817000,2817000,-1,4010,Aston Villa,1080366,John McGinn,NULL,NULL,NULL,Left foot,0,NULL
27728693,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Goal kick,Second half,2830000,2830000,1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,NULL,NULL,0,NULL
27728690,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Free kick,Second half,2815000,2815000,-1,4010,Aston Villa,1121469,Trezeguet,NULL,NULL,NULL,Right foot,0,NULL
27728663,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Foul committed,Second half,2760000,2760000,1,4007,Arsenal,857216,Granit Xhaka,NULL,NULL,Rough play,NULL,1028610,Jack Grealish
27728653,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Goal kick,Second half,2817000,2817000,1,4034,Chelsea,1040979,Kepa Arrizabalaga,NULL,NULL,NULL,NULL,0,NULL
27728648,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Shot wide,Second half,2798000,2798000,-1,4075,Liverpool,1008084,Sadio Mané,NULL,NULL,NULL,Header,0,NULL
27728635,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Corner,Second half,2794000,2794000,-1,4075,Liverpool,1385429,Trent Alexander-Arnold,NULL,NULL,NULL,Right foot,0,NULL
27728615,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Shot on goal,Second half,2771000,2771000,-1,4075,Liverpool,912989,Roberto Firmino,NULL,NULL,NULL,Right foot,0,NULL
27728617,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Save by goalkeeper,Second half,2771000,2771000,1,4034,Chelsea,1040979,Kepa Arrizabalaga,NULL,NULL,Diving/Blocked,NULL,0,NULL
27728588,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Corner,Second half,2760000,2760000,-1,4075,Liverpool,1385429,Trent Alexander-Arnold,NULL,NULL,NULL,Right foot,0,NULL
27728584,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Kick-off,Second half,2700000,2700000,-1,4010,Aston Villa,0,NULL,NULL,NULL,NULL,NULL,0,NULL
27723949,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Substitution,Half time,2760000,NULL,1,4007,Arsenal,1078563,Calum Chambers,Defender,21,NULL,NULL,1791986,Bukayo Saka
27689407,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Line-up,Start,NULL,2760000,1,4007,Arsenal,1791986,Bukayo Saka,Forward,77,NULL,NULL,0,NULL
27728559,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Kick-off,Second half,2700000,2700000,1,4034,Chelsea,0,NULL,NULL,NULL,NULL,NULL,0,NULL
27728101,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Free kick,First half,582000,582000,-1,4075,Liverpool,778343,Joel Matip,NULL,NULL,NULL,Right foot,0,NULL
27728070,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Offside,First half,572000,572000,1,4034,Chelsea,1498041,Tammy Abraham,NULL,NULL,NULL,NULL,0,NULL
27728020,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,End of period,First half,2878000,2878000,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL
27728010,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,End of period,First half,2901000,2901000,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL
27727918,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Foul committed,First half,2736000,2736000,1,4007,Arsenal,627971,Sokratis Papastathopoulos,NULL,NULL,Rough play,NULL,1080366,John McGinn
27727963,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Foul committed,First half,2813000,2813000,-1,4010,Aston Villa,1080366,John McGinn,NULL,NULL,Rough play,NULL,656693,David Luiz
27727978,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Free kick,First half,2826000,2826000,1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,NULL,Right foot,0,NULL
27727958,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Goal kick,First half,2849000,2849000,-1,4075,Liverpool,774899,Adrián,NULL,NULL,NULL,NULL,0,NULL
27727927,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Free kick,First half,2746000,2746000,-1,4010,Aston Villa,1028610,Jack Grealish,NULL,NULL,NULL,Right foot,0,NULL
27727908,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Injury time,First half,2708000,2708000,0,0,NULL,0,NULL,NULL,NULL,NULL,180000,0,NULL
27727905,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Free kick,First half,2717000,2717000,-1,4010,Aston Villa,633151,Tom Heaton,NULL,NULL,NULL,Right foot,0,NULL
27727889,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Offside,First half,2685000,2685000,1,4007,Arsenal,749983,Pierre-Emerick Aubameyang,NULL,NULL,NULL,NULL,0,NULL
27727885,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Injury time,First half,2700000,2700000,0,0,NULL,0,NULL,NULL,NULL,NULL,180000,0,NULL
27727879,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Yellow,First half,2581000,2581000,1,4007,Arsenal,1545963,Mattéo Guendouzi,NULL,NULL,Verbal misconduct,NULL,0,NULL
27727880,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Goal kick,First half,2696000,2696000,-1,4075,Liverpool,774899,Adrián,NULL,NULL,NULL,NULL,0,NULL
27727874,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Shot wide,First half,2675000,2675000,1,4034,Chelsea,1498041,Tammy Abraham,NULL,NULL,NULL,Header,0,NULL
27727870,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Free kick,First half,2642000,2642000,1,4007,Arsenal,627971,Sokratis Papastathopoulos,NULL,NULL,NULL,Right foot,0,NULL
27727826,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Foul committed,First half,2572000,2572000,-1,4010,Aston Villa,1405966,Wesley Moraes,NULL,NULL,Rough play,NULL,627971,Sokratis Papastathopoulos
27727867,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Blocked shot,First half,2667000,2667000,1,4034,Chelsea,681805,Willian,NULL,NULL,NULL,Right foot,0,NULL
27727866,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Shot blocked by,First half,2667000,2667000,-1,4075,Liverpool,749311,Jordan Henderson,NULL,NULL,NULL,NULL,0,NULL
27727804,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Free kick,First half,2606000,2606000,-1,4075,Liverpool,1179328,Andrew Robertson,NULL,NULL,NULL,Left foot,0,NULL
27727803,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Offside,First half,2597000,2597000,1,4034,Chelsea,1498041,Tammy Abraham,NULL,NULL,NULL,NULL,0,NULL
27727768,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Free kick,First half,2489000,2489000,-1,4010,Aston Villa,1028610,Jack Grealish,NULL,NULL,NULL,Right foot,0,NULL
27727582,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Foul committed,First half,2269000,2269000,1,4007,Arsenal,1335735,Ainsley Maitland-Niles,NULL,NULL,Tackle,NULL,854807,Neil Taylor
27724004,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Substitution,First half,2508000,NULL,1,4034,Chelsea,953148,Kurt Zouma,Defender,15,NULL,NULL,1121972,Andreas Christensen
27690642,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Line-up,Start,NULL,2508000,1,4034,Chelsea,1121972,Andreas Christensen,Defender,4,NULL,NULL,0,NULL
27689235,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Line-up,Start,NULL,2439000,1,4007,Arsenal,1335735,Ainsley Maitland-Niles,Defender,15,NULL,NULL,0,NULL
27727701,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Red (2 yellow),First half,2439000,2439000,1,4007,Arsenal,1335735,Ainsley Maitland-Niles,NULL,NULL,Tackle,NULL,0,NULL
27727664,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Corner,First half,2439000,2439000,-1,4075,Liverpool,1385429,Trent Alexander-Arnold,NULL,NULL,NULL,Right foot,0,NULL
27727569,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Blocked shot,First half,2286000,2286000,-1,4075,Liverpool,844196,Mohamed Salah,NULL,NULL,NULL,Left foot,0,NULL
27727568,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Shot blocked by,First half,2286000,2286000,1,4034,Chelsea,1121972,Andreas Christensen,NULL,NULL,NULL,NULL,0,NULL
27727558,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Free kick,First half,2242000,2242000,1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,NULL,Right foot,0,NULL
27727549,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Offside,First half,2229000,2229000,-1,4010,Aston Villa,1128670,Tyrone Mings,NULL,NULL,NULL,NULL,0,NULL
27727541,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Corner,First half,2216000,2216000,-1,4010,Aston Villa,1028610,Jack Grealish,NULL,NULL,NULL,Right foot,0,NULL
27727538,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Goal kick,First half,2250000,2250000,1,4034,Chelsea,1040979,Kepa Arrizabalaga,NULL,NULL,NULL,NULL,0,NULL
27727533,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Shot wide,First half,2235000,2235000,-1,4075,Liverpool,749311,Jordan Henderson,NULL,NULL,NULL,Right foot,0,NULL
27727473,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Foul committed,First half,2141000,2141000,-1,4010,Aston Villa,1405966,Wesley Moraes,NULL,NULL,Rough play,NULL,627971,Sokratis Papastathopoulos
27727475,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Free kick,First half,2151000,2151000,1,4007,Arsenal,627971,Sokratis Papastathopoulos,NULL,NULL,NULL,Right foot,0,NULL
27727464,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Goal kick,First half,2128000,2128000,-1,4010,Aston Villa,633151,Tom Heaton,NULL,NULL,NULL,NULL,0,NULL
27727445,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Foul committed,First half,2075000,2075000,1,4007,Arsenal,857216,Granit Xhaka,NULL,NULL,Holding,NULL,1028610,Jack Grealish
27727450,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Free kick,First half,2105000,2105000,-1,4010,Aston Villa,1128670,Tyrone Mings,NULL,NULL,NULL,Right foot,0,NULL
27727446,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Yellow,First half,2080000,2080000,1,4007,Arsenal,857216,Granit Xhaka,NULL,NULL,Holding,NULL,0,NULL
27727441,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Free kick,First half,2104000,2104000,1,4034,Chelsea,908668,Mateo Kovacic,NULL,NULL,NULL,Right foot,0,NULL
27727438,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Foul committed,First half,2096000,2096000,-1,4075,Liverpool,912989,Roberto Firmino,NULL,NULL,Rough play,NULL,961851,Jorginho
27727436,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Goal kick,First half,2061000,2061000,-1,4010,Aston Villa,633151,Tom Heaton,NULL,NULL,NULL,NULL,0,NULL
27727432,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Free kick,First half,2088000,2088000,1,4034,Chelsea,838446,Marcos Alonso,NULL,NULL,NULL,Left foot,0,NULL
27727430,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Foul committed,First half,2080000,2080000,-1,4075,Liverpool,844196,Mohamed Salah,NULL,NULL,Rough play,NULL,1498040,Fikayo Tomori
27724006,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Substitution,First half,899000,NULL,1,4034,Chelsea,838446,Marcos Alonso,Defender,3,NULL,NULL,1063451,Emerson Palmieri
27690665,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Line-up,Start,NULL,899000,1,4034,Chelsea,1063451,Emerson Palmieri,Defender,33,NULL,NULL,0,NULL
27727349,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Free kick,First half,2010000,2010000,1,4034,Chelsea,1121972,Andreas Christensen,NULL,NULL,NULL,Right foot,0,NULL
27727325,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Save by goalkeeper,First half,1943000,1943000,1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,Standing/Caught,NULL,0,NULL
27727343,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Foul committed,First half,1998000,1998000,-1,4075,Liverpool,664067,Georginio Wijnaldum,NULL,NULL,Rough play,NULL,1121972,Andreas Christensen
27727323,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Shot on goal,First half,1943000,1943000,-1,4010,Aston Villa,1405966,Wesley Moraes,NULL,NULL,NULL,Right foot,0,NULL
27727312,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Free kick,First half,1958000,1958000,-1,4075,Liverpool,774899,Adrián,NULL,NULL,NULL,Right foot,0,NULL
27727300,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Free kick,First half,1891000,1891000,-1,4010,Aston Villa,633151,Tom Heaton,NULL,NULL,NULL,Right foot,0,NULL
27727297,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Offside,First half,1925000,1925000,1,4034,Chelsea,659005,César Azpilicueta,NULL,NULL,NULL,NULL,0,NULL
27727286,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Foul committed,First half,1862000,1862000,1,4007,Arsenal,1791986,Bukayo Saka,NULL,NULL,Rough play,NULL,1121469,Trezeguet
27727264,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Goal kick,First half,1850000,1850000,1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,NULL,NULL,0,NULL
27727246,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Goal kick,First half,1825000,1825000,-1,4010,Aston Villa,633151,Tom Heaton,NULL,NULL,NULL,NULL,0,NULL
27727224,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Kick-off,First half,1825000,1825000,1,4034,Chelsea,1498041,Tammy Abraham,NULL,NULL,NULL,NULL,0,NULL
